focal_method,test_prefix,docstring
"/*
    /**********************************************************
    /* API, accessors
    /**********************************************************
     */
public int size() {
    if (_tableInfo != null) {
        // root table
        return _tableInfo.get().count;
    }
    // nope, child table
    return _count;
}","public void test0910() throws Throwable {
    ByteQuadsCanonicalizer byteQuadsCanonicalizer0 = ByteQuadsCanonicalizer.createRoot((-24));
    int[] intArray0 = new int[8];
    intArray0[0] = (-24);
    intArray0[3] = (-24);
    byteQuadsCanonicalizer0._hashArea = intArray0;
    byteQuadsCanonicalizer0.findName((-24));
    assertEquals(0, byteQuadsCanonicalizer0.size());
}",""
"public int spilloverCount() {
    // difference between spillover end, start, divided by 4 (four ints per slot)
    return (_spilloverEnd - _spilloverStart()) >> 2;
}","public void test0911() throws Throwable {
    ByteQuadsCanonicalizer byteQuadsCanonicalizer0 = ByteQuadsCanonicalizer.createRoot((-24));
    int[] intArray0 = new int[8];
    intArray0[0] = (-24);
    intArray0[3] = (-24);
    byteQuadsCanonicalizer0._hashArea = intArray0;
    byteQuadsCanonicalizer0.findName((-24));
    assertEquals(0, byteQuadsCanonicalizer0.spilloverCount());
}","/**
 * Method mostly needed by unit tests; calculates number of entries
 * in shared spillover area
 */"
"/*
    /**********************************************************
    /* Public API, accessing symbols
    /**********************************************************
     */
public String findName(int q1) {
    int offset = _calcOffset(calcHash(q1));
    // first: primary match?
    final int[] hashArea = _hashArea;
    int len = hashArea[offset + 3];
    if (len == 1) {
        if (hashArea[offset] == q1) {
            return _names[offset >> 2];
        }
    } else if (len == 0) {
        // empty slot; unlikely but avoid further lookups if so
        return null;
    }
    // secondary? single slot shared by N/2 primaries
    int offset2 = _secondaryStart + ((offset >> 3) << 2);
    len = hashArea[offset2 + 3];
    if (len == 1) {
        if (hashArea[offset2] == q1) {
            return _names[offset2 >> 2];
        }
    } else if (len == 0) {
        // empty slot; unlikely but avoid further lookups if so
        return null;
    }
    // tertiary lookup & spillovers best to offline
    return _findSecondary(offset, q1);
}","public void test1012() throws Throwable {
    ByteQuadsCanonicalizer byteQuadsCanonicalizer0 = ByteQuadsCanonicalizer.createRoot(19);
    byteQuadsCanonicalizer0._tertiaryShift = 423;
    int[] intArray0 = new int[4];
    intArray0[3] = 19;
    byteQuadsCanonicalizer0._hashArea = intArray0;
    // Undeclared exception!
    try {
        byteQuadsCanonicalizer0.findName(19);
        fail(""Expecting exception: ArrayIndexOutOfBoundsException"");
    } catch (ArrayIndexOutOfBoundsException e) {
        //
        // 7
        //
        verifyException(""com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer"", e);
    }
}",""
"public int hashSeed() {
    return _seed;
}","public void test1113() throws Throwable {
    ByteQuadsCanonicalizer byteQuadsCanonicalizer0 = ByteQuadsCanonicalizer.createRoot((-24));
    int[] intArray0 = new int[8];
    intArray0[3] = (-24);
    byteQuadsCanonicalizer0._hashArea = intArray0;
    assertEquals((-24), byteQuadsCanonicalizer0.hashSeed());
}",""
"public int spilloverCount() {
    // difference between spillover end, start, divided by 4 (four ints per slot)
    return (_spilloverEnd - _spilloverStart()) >> 2;
}","public void test1114() throws Throwable {
    ByteQuadsCanonicalizer byteQuadsCanonicalizer0 = ByteQuadsCanonicalizer.createRoot((-24));
    int[] intArray0 = new int[8];
    intArray0[3] = (-24);
    byteQuadsCanonicalizer0._hashArea = intArray0;
    byteQuadsCanonicalizer0.findName((-24));
    assertEquals(0, byteQuadsCanonicalizer0.spilloverCount());
}","/**
 * Method mostly needed by unit tests; calculates number of entries
 * in shared spillover area
 */"
"public int spilloverCount() {
    // difference between spillover end, start, divided by 4 (four ints per slot)
    return (_spilloverEnd - _spilloverStart()) >> 2;
}","public void test1215() throws Throwable {
    ByteQuadsCanonicalizer byteQuadsCanonicalizer0 = ByteQuadsCanonicalizer.createRoot();
    ByteQuadsCanonicalizer byteQuadsCanonicalizer1 = byteQuadsCanonicalizer0.makeChild(0);
    byteQuadsCanonicalizer1._hashSize = 2;
    byteQuadsCanonicalizer1.toString();
    assertEquals(108, byteQuadsCanonicalizer1.spilloverCount());
}","/**
 * Method mostly needed by unit tests; calculates number of entries
 * in shared spillover area
 */"
"public int spilloverCount() {
    // difference between spillover end, start, divided by 4 (four ints per slot)
    return (_spilloverEnd - _spilloverStart()) >> 2;
}","public void test1316() throws Throwable {
    ByteQuadsCanonicalizer byteQuadsCanonicalizer0 = ByteQuadsCanonicalizer.createRoot(33);
    ByteQuadsCanonicalizer byteQuadsCanonicalizer1 = byteQuadsCanonicalizer0.makeChild((-1));
    byteQuadsCanonicalizer1._secondaryStart = 487;
    String string0 = byteQuadsCanonicalizer1.toString();
    assertEquals(0, byteQuadsCanonicalizer1.spilloverCount());
}","/**
 * Method mostly needed by unit tests; calculates number of entries
 * in shared spillover area
 */"
"public int hashSeed() {
    return _seed;
}","public void test1317() throws Throwable {
    ByteQuadsCanonicalizer byteQuadsCanonicalizer0 = ByteQuadsCanonicalizer.createRoot(33);
    ByteQuadsCanonicalizer byteQuadsCanonicalizer1 = byteQuadsCanonicalizer0.makeChild((-1));
    byteQuadsCanonicalizer1._secondaryStart = 487;
    String string0 = byteQuadsCanonicalizer1.toString();
    assertEquals(33, byteQuadsCanonicalizer1.hashSeed());
}",""
"@Override
public String toString() {
    int pri = primaryCount();
    int sec = secondaryCount();
    int tert = tertiaryCount();
    int spill = spilloverCount();
    int total = totalCount();
    return String.format(""[%s: size=%d, hashSize=%d, %d/%d/%d/%d pri/sec/ter/spill (=%s), total:%d]"", getClass().getName(), _count, _hashSize, pri, sec, tert, spill, total, (pri + sec + tert + spill), total);
}","public void test1318() throws Throwable {
    ByteQuadsCanonicalizer byteQuadsCanonicalizer0 = ByteQuadsCanonicalizer.createRoot(33);
    ByteQuadsCanonicalizer byteQuadsCanonicalizer1 = byteQuadsCanonicalizer0.makeChild((-1));
    byteQuadsCanonicalizer1._secondaryStart = 487;
    String string0 = byteQuadsCanonicalizer1.toString();
    assertEquals(""[com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer: size=0, hashSize=64, 0/0/0/0 pri/sec/ter/spill (=0), total:0]"", string0);
}",""
"public boolean maybeDirty() {
    return !_hashShared;
}","public void test1319() throws Throwable {
    ByteQuadsCanonicalizer byteQuadsCanonicalizer0 = ByteQuadsCanonicalizer.createRoot(33);
    ByteQuadsCanonicalizer byteQuadsCanonicalizer1 = byteQuadsCanonicalizer0.makeChild((-1));
    byteQuadsCanonicalizer1._secondaryStart = 487;
    String string0 = byteQuadsCanonicalizer1.toString();
    assertFalse(byteQuadsCanonicalizer1.maybeDirty());
}","/**
 * Method called to check to quickly see if a child symbol table
 * may have gotten additional entries. Used for checking to see
 * if a child table should be merged into shared table.
 */"
"public int hashSeed() {
    return _seed;
}","public void test1420() throws Throwable {
    System.setCurrentTimeMillis(3905L);
    ByteQuadsCanonicalizer byteQuadsCanonicalizer0 = ByteQuadsCanonicalizer.createRoot();
    assertEquals(3905, byteQuadsCanonicalizer0.hashSeed());
}",""
"public int hashSeed() {
    return _seed;
}","public void test1521() throws Throwable {
    ByteQuadsCanonicalizer byteQuadsCanonicalizer0 = ByteQuadsCanonicalizer.createRoot();
    byteQuadsCanonicalizer0._reportTooManyCollisions();
    assertEquals(839877741, byteQuadsCanonicalizer0.hashSeed());
}",""
"/*
    /**********************************************************
    /* API, accessors
    /**********************************************************
     */
public int size() {
    if (_tableInfo != null) {
        // root table
        return _tableInfo.get().count;
    }
    // nope, child table
    return _count;
}","public void test1522() throws Throwable {
    ByteQuadsCanonicalizer byteQuadsCanonicalizer0 = ByteQuadsCanonicalizer.createRoot();
    byteQuadsCanonicalizer0._reportTooManyCollisions();
    assertEquals(0, byteQuadsCanonicalizer0.size());
}",""
"public String addName(String name, int[] q, int qlen) {
    _verifySharing();
    if (_intern) {
        name = InternCache.instance.intern(name);
    }
    int offset;
    switch(qlen) {
        case 1:
            {
                offset = _findOffsetForAdd(calcHash(q[0]));
                _hashArea[offset] = q[0];
                _hashArea[offset + 3] = 1;
            }
            break;
        case 2:
            {
                offset = _findOffsetForAdd(calcHash(q[0], q[1]));
                _hashArea[offset] = q[0];
                _hashArea[offset + 1] = q[1];
                _hashArea[offset + 3] = 2;
            }
            break;
        case 3:
            {
                offset = _findOffsetForAdd(calcHash(q[0], q[1], q[2]));
                _hashArea[offset] = q[0];
                _hashArea[offset + 1] = q[1];
                _hashArea[offset + 2] = q[2];
                _hashArea[offset + 3] = 3;
            }
            break;
        default:
            final int hash = calcHash(q, qlen);
            offset = _findOffsetForAdd(hash);
            _hashArea[offset] = hash;
            int longStart = _appendLongName(q, qlen);
            _hashArea[offset + 1] = longStart;
            _hashArea[offset + 3] = qlen;
    }
    // plus add the actual String
    _names[offset >> 2] = name;
    // and finally; see if we really should rehash.
    ++_count;
    _verifyNeedForRehash();
    return name;
}","public void test1623() throws Throwable {
    ByteQuadsCanonicalizer byteQuadsCanonicalizer0 = ByteQuadsCanonicalizer.createRoot();
    int[] intArray0 = new int[5];
    // Undeclared exception!
    try {
        byteQuadsCanonicalizer0.addName(""$"", intArray0, 4);
        fail(""Expecting exception: NullPointerException"");
    } catch (NullPointerException e) {
        //
        // no message in exception (getMessage() returned null)
        //
        verifyException(""com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer"", e);
    }
}",""
"/*
    /**********************************************************
    /* API, accessors
    /**********************************************************
     */
public int size() {
    if (_tableInfo != null) {
        // root table
        return _tableInfo.get().count;
    }
    // nope, child table
    return _count;
}","public void test1724() throws Throwable {
    ByteQuadsCanonicalizer byteQuadsCanonicalizer0 = ByteQuadsCanonicalizer.createRoot((-1691));
    int int0 = byteQuadsCanonicalizer0.totalCount();
    assertEquals(0, byteQuadsCanonicalizer0.size());
}",""
"public int hashSeed() {
    return _seed;
}","public void test1725() throws Throwable {
    ByteQuadsCanonicalizer byteQuadsCanonicalizer0 = ByteQuadsCanonicalizer.createRoot((-1691));
    int int0 = byteQuadsCanonicalizer0.totalCount();
    assertEquals((-1691), byteQuadsCanonicalizer0.hashSeed());
}",""
"public int totalCount() {
    int count = 0;
    for (int offset = 3, end = (_hashSize << 3); offset < end; offset += 4) {
        if (_hashArea[offset] != 0) {
            ++count;
        }
    }
    return count;
}","public void test1726() throws Throwable {
    ByteQuadsCanonicalizer byteQuadsCanonicalizer0 = ByteQuadsCanonicalizer.createRoot((-1691));
    int int0 = byteQuadsCanonicalizer0.totalCount();
    assertEquals(0, int0);
}",""
"public int spilloverCount() {
    // difference between spillover end, start, divided by 4 (four ints per slot)
    return (_spilloverEnd - _spilloverStart()) >> 2;
}","public void test1827() throws Throwable {
    ByteQuadsCanonicalizer byteQuadsCanonicalizer0 = ByteQuadsCanonicalizer.createRoot();
    byteQuadsCanonicalizer0._hashSize = (-377);
    int int0 = byteQuadsCanonicalizer0.spilloverCount();
    assertEquals(659, int0);
}","/**
 * Method mostly needed by unit tests; calculates number of entries
 * in shared spillover area
 */"
"public int spilloverCount() {
    // difference between spillover end, start, divided by 4 (four ints per slot)
    return (_spilloverEnd - _spilloverStart()) >> 2;
}","public void test1928() throws Throwable {
    ByteQuadsCanonicalizer byteQuadsCanonicalizer0 = ByteQuadsCanonicalizer.createRoot(2416);
    byteQuadsCanonicalizer0._hashSize = 2416;
    int int0 = byteQuadsCanonicalizer0.spilloverCount();
    assertEquals((-4228), int0);
}","/**
 * Method mostly needed by unit tests; calculates number of entries
 * in shared spillover area
 */"
"/*
    /**********************************************************
    /* API, accessors
    /**********************************************************
     */
public int size() {
    if (_tableInfo != null) {
        // root table
        return _tableInfo.get().count;
    }
    // nope, child table
    return _count;
}","public void test2029() throws Throwable {
    ByteQuadsCanonicalizer byteQuadsCanonicalizer0 = ByteQuadsCanonicalizer.createRoot(4276);
    ByteQuadsCanonicalizer byteQuadsCanonicalizer1 = byteQuadsCanonicalizer0.makeChild(4276);
    byteQuadsCanonicalizer1._count = 4276;
    int int0 = byteQuadsCanonicalizer1.size();
    assertEquals(4276, int0);
}",""
"public int secondaryCount() {
    int count = 0;
    int offset = _secondaryStart + 3;
    for (int end = _tertiaryStart; offset < end; offset += 4) {
        if (_hashArea[offset] != 0) {
            ++count;
        }
    }
    return count;
}","public void test2130() throws Throwable {
    ByteQuadsCanonicalizer byteQuadsCanonicalizer0 = ByteQuadsCanonicalizer.createRoot((-80));
    int int0 = byteQuadsCanonicalizer0.secondaryCount();
    assertEquals(0, int0);
}","/**
 * Method mostly needed by unit tests; calculates number of entries
 * in secondary buckets
 */"
"/*
    /**********************************************************
    /* API, accessors
    /**********************************************************
     */
public int size() {
    if (_tableInfo != null) {
        // root table
        return _tableInfo.get().count;
    }
    // nope, child table
    return _count;
}","public void test2131() throws Throwable {
    ByteQuadsCanonicalizer byteQuadsCanonicalizer0 = ByteQuadsCanonicalizer.createRoot((-80));
    int int0 = byteQuadsCanonicalizer0.secondaryCount();
    assertEquals(0, byteQuadsCanonicalizer0.size());
}",""
"public int hashSeed() {
    return _seed;
}","public void test2132() throws Throwable {
    ByteQuadsCanonicalizer byteQuadsCanonicalizer0 = ByteQuadsCanonicalizer.createRoot((-80));
    int int0 = byteQuadsCanonicalizer0.secondaryCount();
    assertEquals((-80), byteQuadsCanonicalizer0.hashSeed());
}",""
"public int hashSeed() {
    return _seed;
}","public void test2233() throws Throwable {
    ByteQuadsCanonicalizer byteQuadsCanonicalizer0 = ByteQuadsCanonicalizer.createRoot();
    int int0 = byteQuadsCanonicalizer0.primaryCount();
    assertEquals(839877741, byteQuadsCanonicalizer0.hashSeed());
}",""
"public int primaryCount() {
    int count = 0;
    for (int offset = 3, end = _secondaryStart; offset < end; offset += 4) {
        if (_hashArea[offset] != 0) {
            ++count;
        }
    }
    return count;
}","public void test2234() throws Throwable {
    ByteQuadsCanonicalizer byteQuadsCanonicalizer0 = ByteQuadsCanonicalizer.createRoot();
    int int0 = byteQuadsCanonicalizer0.primaryCount();
    assertEquals(0, int0);
}","/**
 * Method mostly needed by unit tests; calculates number of
 * entries that are in the primary slot set. These are
 * ""perfect"" entries, accessible with a single lookup
 */"
"/*
    /**********************************************************
    /* API, accessors
    /**********************************************************
     */
public int size() {
    if (_tableInfo != null) {
        // root table
        return _tableInfo.get().count;
    }
    // nope, child table
    return _count;
}","public void test2235() throws Throwable {
    ByteQuadsCanonicalizer byteQuadsCanonicalizer0 = ByteQuadsCanonicalizer.createRoot();
    int int0 = byteQuadsCanonicalizer0.primaryCount();
    assertEquals(0, byteQuadsCanonicalizer0.size());
}",""
"/*
    /**********************************************************
    /* API, accessors
    /**********************************************************
     */
public int size() {
    if (_tableInfo != null) {
        // root table
        return _tableInfo.get().count;
    }
    // nope, child table
    return _count;
}","public void test2336() throws Throwable {
    ByteQuadsCanonicalizer byteQuadsCanonicalizer0 = ByteQuadsCanonicalizer.createRoot((-1599));
    int int0 = byteQuadsCanonicalizer0.hashSeed();
    assertEquals(0, byteQuadsCanonicalizer0.size());
}",""
"public int hashSeed() {
    return _seed;
}","public void test2337() throws Throwable {
    ByteQuadsCanonicalizer byteQuadsCanonicalizer0 = ByteQuadsCanonicalizer.createRoot((-1599));
    int int0 = byteQuadsCanonicalizer0.hashSeed();
    assertEquals((-1599), int0);
}",""
"public int spilloverCount() {
    // difference between spillover end, start, divided by 4 (four ints per slot)
    return (_spilloverEnd - _spilloverStart()) >> 2;
}","public void test2438() throws Throwable {
    ByteQuadsCanonicalizer byteQuadsCanonicalizer0 = ByteQuadsCanonicalizer.createRoot();
    ByteQuadsCanonicalizer byteQuadsCanonicalizer1 = byteQuadsCanonicalizer0.makeChild((-1));
    int[] intArray0 = new int[1];
    byteQuadsCanonicalizer1.findName(intArray0, (-1717));
    assertEquals(0, byteQuadsCanonicalizer1.spilloverCount());
}","/**
 * Method mostly needed by unit tests; calculates number of entries
 * in shared spillover area
 */"
"public int bucketCount() {
    return _hashSize;
}","public void test2439() throws Throwable {
    ByteQuadsCanonicalizer byteQuadsCanonicalizer0 = ByteQuadsCanonicalizer.createRoot();
    ByteQuadsCanonicalizer byteQuadsCanonicalizer1 = byteQuadsCanonicalizer0.makeChild((-1));
    int[] intArray0 = new int[1];
    byteQuadsCanonicalizer1.findName(intArray0, (-1717));
    assertEquals(64, byteQuadsCanonicalizer1.bucketCount());
}","/**
 * Returns number of primary slots table has currently
 */"
"/*
    /**********************************************************
    /* API, accessors
    /**********************************************************
     */
public int size() {
    if (_tableInfo != null) {
        // root table
        return _tableInfo.get().count;
    }
    // nope, child table
    return _count;
}","public void test2440() throws Throwable {
    ByteQuadsCanonicalizer byteQuadsCanonicalizer0 = ByteQuadsCanonicalizer.createRoot();
    ByteQuadsCanonicalizer byteQuadsCanonicalizer1 = byteQuadsCanonicalizer0.makeChild((-1));
    int[] intArray0 = new int[1];
    byteQuadsCanonicalizer1.findName(intArray0, (-1717));
    assertEquals(0, byteQuadsCanonicalizer1.size());
}",""
