focal_method,test_prefix,docstring
"void addExpr(Node n, int minPrecedence) {
    addExpr(n, minPrecedence, Context.OTHER);
}","public void test1313() throws Throwable {
    Node node0 = Node.newString(""<!--8Yt2z5W^h"");
    CodeGenerator codeGenerator0 = new CodeGenerator((CodeConsumer) null);
    // Undeclared exception!
    try {
        codeGenerator0.addExpr(node0, 25);
        fail(""Expecting exception: NullPointerException"");
    } catch (NullPointerException e) {
        //
        // no message in exception (getMessage() returned null)
        //
        verifyException(""com.google.javascript.jscomp.CodeGenerator"", e);
    }
}",""
"void addList(Node firstInList, boolean isArrayOrFunctionArgument, Context lhsContext) {
    for (Node n = firstInList; n != null; n = n.getNext()) {
        boolean isFirst = n == firstInList;
        if (isFirst) {
            addLeftExpr(n, isArrayOrFunctionArgument ? 1 : 0, lhsContext);
        } else {
            cc.listSeparator();
            addExpr(n, isArrayOrFunctionArgument ? 1 : 0);
        }
    }
}","public void test1414() throws Throwable {
    CodeGenerator codeGenerator0 = new CodeGenerator((CodeConsumer) null);
    Node node0 = Node.newNumber(2237.52844996644);
    CodeGenerator.Context codeGenerator_Context0 = CodeGenerator.Context.IN_FOR_INIT_CLAUSE;
    // Undeclared exception!
    try {
        codeGenerator0.addList(node0, true, codeGenerator_Context0);
        fail(""Expecting exception: NullPointerException"");
    } catch (NullPointerException e) {
        //
        // no message in exception (getMessage() returned null)
        //
        verifyException(""com.google.javascript.jscomp.CodeGenerator"", e);
    }
}",""
"void addList(Node firstInList, boolean isArrayOrFunctionArgument, Context lhsContext) {
    for (Node n = firstInList; n != null; n = n.getNext()) {
        boolean isFirst = n == firstInList;
        if (isFirst) {
            addLeftExpr(n, isArrayOrFunctionArgument ? 1 : 0, lhsContext);
        } else {
            cc.listSeparator();
            addExpr(n, isArrayOrFunctionArgument ? 1 : 0);
        }
    }
}","public void test1515() throws Throwable {
    CodeGenerator codeGenerator0 = new CodeGenerator((CodeConsumer) null);
    Node node0 = Node.newNumber(1842.2608345);
    CodeGenerator.Context codeGenerator_Context0 = CodeGenerator.Context.PRESERVE_BLOCK;
    // Undeclared exception!
    try {
        codeGenerator0.addList(node0, false, codeGenerator_Context0);
        fail(""Expecting exception: NullPointerException"");
    } catch (NullPointerException e) {
        //
        // no message in exception (getMessage() returned null)
        //
        verifyException(""com.google.javascript.jscomp.CodeGenerator"", e);
    }
}",""
"void addAllSiblings(Node n) {
    for (Node c = n; c != null; c = c.getNext()) {
        add(c);
    }
}","public void test1616() throws Throwable {
    CodeGenerator codeGenerator0 = new CodeGenerator((CodeConsumer) null);
    codeGenerator0.addAllSiblings((Node) null);
}",""
"void addAllSiblings(Node n) {
    for (Node c = n; c != null; c = c.getNext()) {
        add(c);
    }
}","public void test1717() throws Throwable {
    Node node0 = Node.newString(""<!--?OkJL_"");
    CodeGenerator codeGenerator0 = new CodeGenerator((CodeConsumer) null);
    // Undeclared exception!
    try {
        codeGenerator0.addAllSiblings(node0);
        fail(""Expecting exception: NullPointerException"");
    } catch (NullPointerException e) {
        //
        // no message in exception (getMessage() returned null)
        //
        verifyException(""com.google.javascript.jscomp.CodeGenerator"", e);
    }
}",""
"static String jsString(String s, CharsetEncoder outputCharsetEncoder) {
    int singleq = 0, doubleq = 0;
    // could count the quotes and pick the optimal quote character
    for (int i = 0; i < s.length(); i++) {
        switch(s.charAt(i)) {
            case '""':
                doubleq++;
                break;
            case '\'':
                singleq++;
                break;
        }
    }
    String doublequote, singlequote;
    char quote;
    if (singleq < doubleq) {
        // more double quotes so escape the single quotes
        quote = '\'';
        doublequote = ""\"""";
        singlequote = ""\\\'"";
    } else {
        // more single quotes so escape the doubles
        quote = '\""';
        doublequote = ""\\\"""";
        singlequote = ""\'"";
    }
    return strEscape(s, quote, doublequote, singlequote, ""\\\\"", outputCharsetEncoder);
}","public void test1818() throws Throwable {
    String string0 = CodeGenerator.jsString(""R|]7'^]>y(k7qFnk_"", (CharsetEncoder) null);
    assertEquals(""\""R|]7'^]>y(k7qFnk_\"""", string0);
}","/**
 * Outputs a js string, using the optimal (single/double) quote character
 */"
"static String jsString(String s, CharsetEncoder outputCharsetEncoder) {
    int singleq = 0, doubleq = 0;
    // could count the quotes and pick the optimal quote character
    for (int i = 0; i < s.length(); i++) {
        switch(s.charAt(i)) {
            case '""':
                doubleq++;
                break;
            case '\'':
                singleq++;
                break;
        }
    }
    String doublequote, singlequote;
    char quote;
    if (singleq < doubleq) {
        // more double quotes so escape the single quotes
        quote = '\'';
        doublequote = ""\"""";
        singlequote = ""\\\'"";
    } else {
        // more single quotes so escape the doubles
        quote = '\""';
        doublequote = ""\\\"""";
        singlequote = ""\'"";
    }
    return strEscape(s, quote, doublequote, singlequote, ""\\\\"", outputCharsetEncoder);
}","public void test1919() throws Throwable {
    String string0 = CodeGenerator.jsString(""ts\"",>mt"", (CharsetEncoder) null);
    assertEquals(""'ts\"",>mt'"", string0);
}","/**
 * Outputs a js string, using the optimal (single/double) quote character
 */"
"static String escapeToDoubleQuotedJsString(String s) {
    return strEscape(s, '""', ""\\\"""", ""\'"", ""\\\\"", null);
}","public void test2020() throws Throwable {
    String string0 = CodeGenerator.escapeToDoubleQuotedJsString(""\t\n\u000B\f\r \u0085\u1680\u2028\u2029\u205F\u3000\u00A0\u180E\u202F"");
    assertEquals(""\""\\t\\n\\u000b\\u000c\\r \\u0085\\u1680\\u2028\\u2029\\u205f\\u3000\\u00a0\\u180e\\u202f\"""", string0);
}","/**
 * Escapes the given string to a double quoted ("") JavaScript/JSON string
 */"
"static String escapeToDoubleQuotedJsString(String s) {
    return strEscape(s, '""', ""\\\"""", ""\'"", ""\\\\"", null);
}","public void test2121() throws Throwable {
    String string0 = CodeGenerator.escapeToDoubleQuotedJsString(""\u0003i<!--"");
    assertEquals(""\""\\u0003i<\\!--\"""", string0);
}","/**
 * Escapes the given string to a double quoted ("") JavaScript/JSON string
 */"
"static String jsString(String s, CharsetEncoder outputCharsetEncoder) {
    int singleq = 0, doubleq = 0;
    // could count the quotes and pick the optimal quote character
    for (int i = 0; i < s.length(); i++) {
        switch(s.charAt(i)) {
            case '""':
                doubleq++;
                break;
            case '\'':
                singleq++;
                break;
        }
    }
    String doublequote, singlequote;
    char quote;
    if (singleq < doubleq) {
        // more double quotes so escape the single quotes
        quote = '\'';
        doublequote = ""\"""";
        singlequote = ""\\\'"";
    } else {
        // more single quotes so escape the doubles
        quote = '\""';
        doublequote = ""\\\"""";
        singlequote = ""\'"";
    }
    return strEscape(s, quote, doublequote, singlequote, ""\\\\"", outputCharsetEncoder);
}","public void test2222() throws Throwable {
    String string0 = CodeGenerator.jsString(""[>ativeI coM]\n"", (CharsetEncoder) null);
    assertEquals(""\""[>ativeI coM]\\n\"""", string0);
}","/**
 * Outputs a js string, using the optimal (single/double) quote character
 */"
"static String escapeToDoubleQuotedJsString(String s) {
    return strEscape(s, '""', ""\\\"""", ""\'"", ""\\\\"", null);
}","public void test2323() throws Throwable {
    String string0 = CodeGenerator.escapeToDoubleQuotedJsString(""<!->VLj:'"");
    assertEquals(""\""<!->VLj:'\"""", string0);
}","/**
 * Escapes the given string to a double quoted ("") JavaScript/JSON string
 */"
"static String escapeToDoubleQuotedJsString(String s) {
    return strEscape(s, '""', ""\\\"""", ""\'"", ""\\\\"", null);
}","public void test2424() throws Throwable {
    String string0 = CodeGenerator.escapeToDoubleQuotedJsString(""^@]]>"");
    assertEquals(""\""^@]]\\>\"""", string0);
}","/**
 * Escapes the given string to a double quoted ("") JavaScript/JSON string
 */"
"static String escapeToDoubleQuotedJsString(String s) {
    return strEscape(s, '""', ""\\\"""", ""\'"", ""\\\\"", null);
}","public void test2525() throws Throwable {
    String string0 = CodeGenerator.escapeToDoubleQuotedJsString(""&:></script"");
    assertEquals(""\""&:><\\/script\"""", string0);
}","/**
 * Escapes the given string to a double quoted ("") JavaScript/JSON string
 */"
"static String regexpEscape(String s, CharsetEncoder outputCharsetEncoder) {
    return strEscape(s, '/', ""\"""", ""'"", ""\\"", outputCharsetEncoder);
}","public void test2626() throws Throwable {
    Charset charset0 = Charset.defaultCharset();
    CharsetEncoder charsetEncoder0 = charset0.newEncoder();
    String string0 = CodeGenerator.regexpEscape(""a+/G+|vq"", charsetEncoder0);
    assertEquals(""/a+/G+|vq/"", string0);
}","/**
 * Escapes regular expression
 */"
"static String identifierEscape(String s) {
    // First check if escaping is needed at all -- in most cases it isn't.
    if (NodeUtil.isLatin(s)) {
        return s;
    }
    // Now going through the string to escape non-latin characters if needed.
    StringBuilder sb = new StringBuilder();
    for (int i = 0; i < s.length(); i++) {
        char c = s.charAt(i);
        // Identifiers should always go to Latin1/ ASCII characters because
        // different browser's rules for valid identifier characters are
        // crazy.
        if (c > 0x1F && c < 0x7F) {
            sb.append(c);
        } else {
            appendHexJavaScriptRepresentation(sb, c);
        }
    }
    return sb.toString();
}","public void test2727() throws Throwable {
    String string0 = CodeGenerator.identifierEscape(""\t\n\u000B\f\r \u0085\u1680\u2028\u2029\u205F\u3000\u00A0\u180Esq\u202F"");
    assertEquals(""\\u0009\\u000a\\u000b\\u000c\\u000d \\u0085\\u1680\\u2028\\u2029\\u205f\\u3000\\u00a0\\u180esq\\u202f"", string0);
}",""
"static String identifierEscape(String s) {
    // First check if escaping is needed at all -- in most cases it isn't.
    if (NodeUtil.isLatin(s)) {
        return s;
    }
    // Now going through the string to escape non-latin characters if needed.
    StringBuilder sb = new StringBuilder();
    for (int i = 0; i < s.length(); i++) {
        char c = s.charAt(i);
        // Identifiers should always go to Latin1/ ASCII characters because
        // different browser's rules for valid identifier characters are
        // crazy.
        if (c > 0x1F && c < 0x7F) {
            sb.append(c);
        } else {
            appendHexJavaScriptRepresentation(sb, c);
        }
    }
    return sb.toString();
}","public void test2828() throws Throwable {
    String string0 = CodeGenerator.identifierEscape(""p"");
    assertEquals(""p"", string0);
}",""
