id,oracleId,label,projectName,packageName,className,javadocTag,methodJavadoc,methodSourceCode,classJavadoc,oracleSoFar,token,tokenClass,tokenInfo,notes
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",(,AbstractBagDecorator,Class,[AbstractBagDecorator; org.apache.commons.collections4.bag],
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",(,...,...,...,
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",(,Unmodifiable,Class,[Unmodifiable; org.apache.commons.collections4],
,1,TRUE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((,o1,MethodArgument,[Object; java.lang],
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((,(,OpeningParenthesis,,
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((,TRUE,TRUE,,
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((,Arrays,ArraysClass,,
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((,this,This,[Equator; org.apache.commons.collections4],
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((,methodResultID,MethodResultID,[boolean;],
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((,o2,MethodArgument,[Object; java.lang],
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((,AbstractBagDecorator,Class,[AbstractBagDecorator; org.apache.commons.collections4.bag],
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((,...,...,...,
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((,Unmodifiable,Class,[Unmodifiable; org.apache.commons.collections4],
,1,TRUE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1,#ERROR!,EqIneqOperator,,
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1,.,Period,,
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1,!=,EqIneqOperator,,We don't consider NonEqIneqOperators because o1 is not of type number
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1,instanceof,InstanceOfOperator,,
,1,TRUE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==,null,NULL,,"This is actually the only possible token. According to the Xtext grammar, other tokens could go next, but according to the context they can't. These tokens (and the reason why they are invalid) are: boolean (o1 is not of type boolean), bitwiseNegateOperator, int, double (o1 is not of type number), varOrClassWithModifiers (objects are not compared with the == operator UNLESS they are of type number or boolean, but o1 is not)."
,1,TRUE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null,),ClosingParenthesis,,
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null,&&,LogicalOperator,,
,1,FALSE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null,||,LogicalOperator,,
,1,TRUE,commons-collections4-4.1,org.apache.commons.collections4,Equator,@return whether the two objects are equal.,"/**
     * Evaluates the two arguments for their equality.
     * For the sake of illustration: This is a ""stringValue""
     * and this is a number: 42.
     *
     * @param o1 the first object to be equated.
     * @param o2 the second object to be equated.
     * @return whether the two objects are equal.
     */","boolean equate(T o1, T o2);","/**
 * An equation function, which determines equality between objects of type T.
 * <p>
 * It is the functional sibling of {@link java.util.Comparator}; {@link Equator} is to
 * {@link Object} as {@link java.util.Comparator} is to {@link java.lang.Comparable}.
 * </p>
 *
 * @param <T> the types of object this {@link Equator} can evaluate.
 * @since 4.0
 */",((o1==null),#ERROR!,EqOperator,,
